id;codigo;descripcion_diagnostico;estado;num_dias_maximo_solicitud;dias_maximo_evento;capitulo_grupo;categoria_subgrupo;contingencia;tipo_licencia;genero_comfe;cie_min_salud;genero_minsalud;limite_edad_inferior_minsalud;limite_edad_maxima_minsalud;tipo_diagnostico;aplica_notificacion;opcion_liquidacion;diagnostico_centinela;indicio_at_el;observacion1;observacion2;observacion3;observacion4
6170;P228;OTRAS DIFICULTADES RESPIRATORIAS DEL RECIEN NACIDO;1;0;;16;4;1;;A;SI;A;000H;011M;0;s;S;N;;;;;
6171;P229;DIFICULTAD RESPIRATORIA DEL RECIEN NACIDO  NO ESPECIFICADA;1;0;;16;4;1;;A;SI;A;000H;011M;0;s;S;N;;;;;
6172;P230;NEUMONIA CONGENITA DEBIDA A AGENTE VIRAL;1;0;;16;4;1;;A;SI;A;000H;011M;0;s;S;N;;;;;
6173;P231;NEUMONIA CONGENITA DEBIDA A CHLAMYDIA;1;0;;16;4;1;;A;SI;A;000H;011M;0;s;S;N;;;;;
6174;P232;NEUMONIA CONGENITA DEBIDA A ESTAFILOCOCOS;1;0;;16;4;1;;A;SI;A;000H;011M;0;s;S;N;;;;;
6175;P233;NEUMONIA CONGENITA DEBIDA A ESTREPTOCOCOS DEL GRUPO B;1;0;;16;4;1;;A;SI;A;000H;011M;0;s;S;N;;;;;
6176;P234;NEUMONIA CONGENITA DEBIDA A ESCHERICHIA COLI;1;0;;16;4;1;;A;SI;A;000H;011M;0;s;S;N;;;;;
6177;P235;NEUMONIA CONGENITA DEBIDA A PSEUDOMONAS;1;0;;16;4;1;;A;SI;A;000H;011M;0;s;S;N;;;;;
6178;P236;NEUMONIA CONGENITA DEBIDA A OTROS AGENTES BACTERIANOS;1;0;;16;4;1;;A;SI;A;000H;011M;0;s;S;N;;;;;
6179;P238;NEUMONIA CONGENITA DEBIDA A OTROS ORGANISMOS;1;0;;16;4;1;;A;SI;A;000H;011M;0;s;S;N;;;;;
6180;P239;NEUMONIA CONGENITA  ORGANISMO NO ESPECIFICADO;1;0;;16;4;1;;A;SI;A;000H;011M;0;s;S;N;;;;;
6181;P240;ASPIRACION NEONATAL DE MECONIO;1;0;;16;4;1;;A;SI;A;000H;011M;5;s;S;N;;;;;
6182;P241;ASPIRACION NEONATAL DE LIQUIDO AMNIOTICO Y DE MOCO;1;0;;16;4;1;;A;SI;A;000H;011M;0;s;S;N;;;;;
6183;P242;ASPIRACION NEONATAL DE SANGRE;1;0;;16;4;1;;A;SI;A;000H;011M;0;s;S;N;;;;;
6184;P243;ASPIRACION NEONATAL DE LECHE Y ALIMENTO REGURGITADO;1;0;;16;4;1;;A;SI;A;000H;011M;0;s;S;N;;;;;
6185;P248;OTROS SINDROMES DE ASPIRACION NEONATAL;1;0;;16;4;1;;A;SI;A;000H;011M;0;s;S;N;;;;;
6186;P249;SINDROME DE ASPIRACION NEONATAL  SIN OTRA ESPECIFICACION;1;0;;16;4;1;;A;SI;A;000H;011M;0;s;S;N;;;;;
6187;P250;ENFISEMA INTERSTICIAL ORIGINADO EN EL PERIODO PERINATAL;1;0;;16;4;1;;A;SI;A;000H;011M;0;s;S;N;;;;;
6188;P251;NEUMOTORAX ORIGINADO EN EL PERIODO PERINATAL;1;0;;16;4;1;;A;SI;A;000H;011M;0;s;S;N;;;;;
6189;P252;NEUMOMEDIASTINO ORIGINADO EN EL PERIODO PERINATAL;1;0;;16;4;1;;A;SI;A;000H;011M;0;s;S;N;;;;;
6190;P253;NEUMOPERICARDIO ORIGINADO EN EL PERIODO PERINATAL;1;0;;16;4;1;;A;SI;A;000H;011M;0;s;S;N;;;;;
6191;P258;OTRAS AFECCIONES RELACIONADAS CON EL ENFISEMA INTERSTICIAL  ORIGINADAS EN EL PERIODO PERINATAL;1;0;;16;4;1;;A;SI;A;000H;011M;0;s;S;N;;;;;
6192;P260;HEMORRAGIA TRAQUEOBRONQUIAL ORIGINADA EN EL PERIODO PERINATAL;1;0;;16;4;1;;A;SI;A;000H;011M;0;s;S;N;;;;;
6193;P261;HEMORRAGIA PULMONAR MASIVA ORIGINADA EN EL PERIODO PERINATAL;1;0;;16;4;1;;A;SI;A;000H;011M;0;s;S;N;;;;;
6194;P268;OTRAS HEMORRAGIAS PULMONARES ORIGINADAS EN EL PERIODO PERINATAL;1;0;;16;4;1;;A;SI;A;000H;011M;0;s;S;N;;;;;
6195;P269;HEMORRAGIA PULMONAR NO ESPECIFICADA  ORIGINADA EN EL PERIODO PERINATAL;1;0;;16;4;1;;A;SI;A;000H;011M;0;s;S;N;;;;;
6196;P270;SINDROME DE WILSON-MIKITY;1;0;;16;4;1;;A;SI;A;000H;011M;0;s;S;N;;;;;
6197;P271;DISPLASIA BRONCOPULMONAR ORIGINADA EN EL PERIODO PERINATAL;1;0;;16;4;1;;A;SI;A;000H;011M;5;s;S;N;;;;;
6198;P278;OTRAS ENFERMEDADES RESPIRATORIAS CRONICAS ORIGINADAS EN EL PERIODO PERINATAL;1;0;;16;4;1;;A;SI;A;000H;011M;0;s;S;N;;;;;
6199;P279;ENFERMEDAD RESPIRATORIA CRONICA NO ESPECIFICADA ORIGINADA EN EL PERIODO PERINATAL;1;0;;16;4;1;;A;SI;A;000H;011M;0;s;S;N;;;;;
6200;P280;ATELECTASIA PRIMARIA DEL RECIEN NACIDO;1;0;;16;4;1;;A;SI;A;000H;011M;0;s;S;N;;;;;
6201;P281;OTRAS ATELECTASIAS DEL RECIEN NACIDO Y LAS NO ESPECIFICADAS;1;0;;16;4;1;;A;SI;A;000H;011M;0;s;S;N;;;;;
6202;P282;ATAQUE CIANOTICO DEL RECIEN NACIDO;1;0;;16;4;1;;A;SI;A;000H;011M;0;s;S;N;;;;;
6203;P283;APNEA PRIMARIA DEL SUENO DEL RECIEN NACIDO;1;0;;16;4;1;;A;SI;A;000H;011M;0;s;S;N;;;;;
6204;P284;OTRAS APNEAS DEL RECIEN NACIDO;1;0;;16;4;1;;A;SI;A;000H;011M;0;s;S;N;;;;;
6205;P285;INSUFICIENCIA RESPIRATORIA DEL RECIEN NACIDO;1;0;;16;4;1;;A;SI;A;000H;011M;0;s;S;N;;;;;
6206;P288;OTROS PROBLEMAS RESPIRATORIOS ESPECIFICADOS DEL RECIEN NACIDO;1;0;;16;4;1;;A;SI;A;000H;011M;0;s;S;N;;;;;
6207;P289;AFECCION RESPIRATORIA NO ESPECIFICADA DEL RECIEN NACIDO;1;0;;16;4;1;;A;SI;A;000H;011M;0;s;S;N;;;;;
6208;P290;INSUFICIENCIA CARDIACA NEONATAL;1;0;;16;4;1;;A;SI;A;000H;011M;0;s;S;N;;;;;
6209;P291;DISRITMIA CARDIACA NEONATAL;1;0;;16;4;1;;A;SI;A;000H;011M;0;s;S;N;;;;;
6210;P292;HIPERTENSION NEONATAL;1;0;;16;4;1;;A;SI;A;000H;011M;0;s;S;N;;;;;
6211;P293;PERSISTENCIA DE LA CIRCULACION FETAL;1;0;;16;4;1;;A;SI;A;000H;011M;0;s;S;N;;;;;
6212;P294;ISQUEMIA MIOCARDICA TRANSITORIA DEL RECIEN NACIDO;1;0;;16;4;1;;A;SI;A;000H;011M;0;s;S;N;;;;;
6213;P298;OTROS TRASTORNOS CARDIOVASCULARES ORIGINADOS EN EL PERIODO PERINATAL;1;0;;16;4;1;;A;SI;A;000H;011M;0;s;S;N;;;;;
6214;P299;TRASTORNO CARDIOVASCULAR NO ESPECIFICADO  ORIGINADO EN EL PERIODO PERINATAL;1;0;;16;4;1;;A;SI;A;000H;011M;0;s;S;N;;;;;
6215;P350;SINDROME DE RUBEOLA CONGENITA;1;0;;16;5;1;;A;SI;A;000H;011M;5;s;S;S;;;;;
6216;P351;INFECCION CITOMEGALOVIRICA CONGENITA;1;0;;16;5;1;;A;SI;A;000H;011M;0;s;S;N;;;;;
6217;P352;INFECCIONES CONGENITAS POR VIRUS DEL HERPES SIMPLE;1;0;;16;5;1;;A;SI;A;000H;011M;0;s;S;N;;;;;
6218;P353;HEPATITIS VIRAL CONGENITA;1;0;;16;5;1;;A;SI;A;000H;011M;0;s;S;N;;;;;
6219;P358;OTRAS ENFERMEDADES VIRALES CONGENITAS;1;0;;16;5;1;;A;SI;A;000H;011M;0;s;S;N;;;;;
6220;P359;ENFERMEDAD VIRAL CONGENITA  SIN OTRA ESPECIFICACION;1;0;;16;5;1;;A;SI;A;000H;011M;0;s;S;N;;;;;
6221;P360;SEPSIS DEL RECIEN NACIDO DEBIDA A ESTREPTOCOCO DEL GRUPO B;1;0;;16;5;1;;A;SI;A;000H;011M;0;s;S;N;;;;;
6222;P361;SEPSIS DEL RECIEN NACIDO DEBIDA A OTROS ESTREPTOCOCOS Y A LOS NO ESPECIFICADOS;1;0;;16;5;1;;A;SI;A;000H;011M;0;s;S;N;;;;;
6223;P362;SEPSIS DEL RECIEN NACIDO DEBIDA A STAPHYLOCOCCUS AUREUS;1;0;;16;5;1;;A;SI;A;000H;011M;0;s;S;N;;;;;
6224;P363;SEPSIS DEL RECIEN NACIDO DEBIDA A OTROS ESTAFILOCOCOS Y A LOS NO ESPECIFICADOS;1;0;;16;5;1;;A;SI;A;000H;011M;0;s;S;N;;;;;
6225;P364;SEPSIS DEL RECIEN NACIDO DEBIDA A ESCHERICHIA COLI;1;0;;16;5;1;;A;SI;A;000H;011M;0;s;S;N;;;;;
6226;P365;SEPSIS DEL RECIEN NACIDO DEBIDA A ANAEROBIOS;1;0;;16;5;1;;A;SI;A;000H;011M;0;s;S;N;;;;;
6227;P368;SEPSIS DEL RECIEN NACIDO DEBIDA A OTRAS BACTERIAS;1;0;;16;5;1;;A;SI;A;000H;011M;0;s;S;N;;;;;
6228;P369;SEPSIS BACTERIANA DEL RECIEN NACIDO  NO ESPECIFICADA;1;0;;16;5;1;;A;SI;A;000H;011M;0;s;S;N;;;;;
6229;P370;TUBERCULOSIS CONGENITA;1;0;;16;5;1;;A;SI;A;000H;011M;0;s;S;N;;;;;
6230;P371;TOXOPLASMOSIS CONGENITA;1;0;;16;5;1;;A;SI;A;000H;011M;0;s;S;N;;;;;
6231;P372;LISTERIOSIS CONGENITA (DISEMINADA);1;0;;16;5;1;;A;SI;A;000H;011M;0;s;S;N;;;;;
6232;P373;PALUDISMO CONGENITO POR PLASMODIUM FALCIPARUM;1;0;;16;5;1;;A;SI;A;000H;011M;0;s;S;N;;;;;
6233;P374;OTROS PALUDISMOS CONGENITOS;1;0;;16;5;1;;A;SI;A;000H;011M;0;s;S;N;;;;;
6234;P375;CANDIDIASIS NEONATAL;1;0;;16;5;1;;A;SI;A;000H;011M;0;s;S;N;;;;;
6235;P378;OTRAS ENFERMEDADES NEONATALES INFECCIOSAS O PARASITARIAS ESPECIFICADAS;1;0;;16;5;1;;A;SI;A;000H;011M;0;s;S;N;;;;;
6236;P379;ENFERMEDAD INFECCIOSA Y PARASITARIA CONGENITA  NO ESPECIFICADA;1;0;;16;5;1;;A;SI;A;000H;011M;0;s;S;N;;;;;
6237;P38X;ONFALITIS DEL RECIEN NACIDO CON O SIN HEMORRAGIA LEVE;1;0;;16;5;1;;A;SI;A;000H;011M;0;s;S;N;;;;;
6238;P390;MASTITIS INFECCIOSA NEONATAL;1;0;;16;5;1;;A;SI;A;000H;011M;0;s;S;N;;;;;
6239;P391;CONJUNTIVITIS Y DACRIOCISTITIS NEONATALES;1;0;;16;5;1;;A;SI;A;000H;011M;0;s;S;N;;;;;
6240;P392;INFECCION INTRAAMNIOTICA DEL FETO  NO CLASIFICADA EN OTRA PARTE;1;0;;16;5;1;;A;SI;A;000H;011M;0;s;S;N;;;;;
6241;P393;INFECCION NEONATAL DE LAS VIAS URINARIAS;1;0;;16;5;1;;A;SI;A;000H;011M;0;s;S;N;;;;;
6242;P394;INFECCION CUTANEA NEONATAL;1;0;;16;5;1;;A;SI;A;000H;011M;0;s;S;N;;;;;
6243;P398;OTRAS INFECCIONES ESPECIFICADAS PROPIAS DEL PERIODO PERINATAL;1;0;;16;5;1;;A;SI;A;000H;011M;0;s;S;N;;;;;
6244;P399;INFECCION PROPIA DEL PERIODO PERINATAL  NO ESPECIFICADA;1;0;;16;5;1;;A;SI;A;000H;011M;0;s;S;N;;;;;
6245;P500;PERDIDA DE SANGRE FETAL POR VASA PREVIA;1;0;;16;6;1;;A;SI;A;000H;027D;0;s;S;N;;;;;
6246;P501;PERDIDA DE SANGRE FETAL POR RUPTURA DEL CORDON UMBILICAL;1;0;;16;6;1;;A;SI;A;000H;027D;0;s;S;N;;;;;
6247;P502;PERDIDA DE SANGRE FETAL POR LA PLACENTA;1;0;;16;6;1;;A;SI;A;000H;027D;0;s;S;N;;;;;
6248;P503;HEMORRAGIA FETAL HACIA EL OTRO GEMELO;1;0;;16;6;1;;A;SI;A;000H;027D;0;s;S;N;;;;;
6249;P504;HEMORRAGIA FETAL HACIA LA CIRCULACION MATERNA;1;0;;16;6;1;;A;SI;A;000H;027D;0;s;S;N;;;;;
6250;P505;PERDIDA DE SANGRE FETAL POR EL CORTE DEL CORDON UMBILICAL EN EL OTRO GEMELO;1;0;;16;6;1;;A;SI;A;000H;027D;0;s;S;N;;;;;
6251;P508;OTRAS PERDIDAS DE SANGRE FETAL;1;0;;16;6;1;;A;SI;A;000H;027D;0;s;S;N;;;;;
6252;P509;PERDIDA DE SANGRE FETAL  NO ESPECIFICADA;1;0;;16;6;1;;A;SI;A;000H;027D;0;s;S;N;;;;;
6253;P510;HEMORRAGIA UMBILICAL MASIVA DEL RECIEN NACIDO;1;0;;16;6;1;;A;SI;A;000H;027D;0;s;S;N;;;;;
6254;P518;OTRAS HEMORRAGIAS UMBILICALES DEL RECIEN NACIDO;1;0;;16;6;1;;A;SI;A;000H;027D;0;s;S;N;;;;;
6255;P519;HEMORRAGIA UMBILICAL DEL RECIEN NACIDO  SIN OTRA ESPECIFICACION;1;0;;16;6;1;;A;SI;A;000H;027D;0;s;S;N;;;;;
6256;P520;HEMORRAGIA INTRAVENTRICULAR (NO TRAUMATICA) GRADO 1  DEL FETO Y DEL RECIEN NACIDO;1;0;;16;6;1;;A;SI;A;000H;027D;0;s;S;N;;;;;
6257;P521;HEMORRAGIA INTRAVENTRICULAR (NO TRAUMATICA) GRADO 2  DEL FETO Y DEL RECIEN NACIDO;1;0;;16;6;1;;A;SI;A;000H;027D;0;s;S;N;;;;;
6258;P522;HEMORRAGIA INTRAVENTRICULAR (NO TRAUMATICA) GRADO 3  DEL FETO Y DEL RECIEN NACIDO;1;0;;16;6;1;;A;SI;A;000H;027D;0;s;S;N;;;;;
6259;P523;HEMORRAGIA INTRAVENTRICULAR (NO TRAUMATICA) DEL FETO Y DEL RECIEN NACIDO  SIN OTRA ESPECIFICACION;1;0;;16;6;1;;A;SI;A;000H;027D;0;s;S;N;;;;;
6260;P524;HEMORRAGIA INTRACEREBRAL (NO TRAUMATICA) DEL FETO Y DEL RECIEN NACIDO;1;0;;16;6;1;;A;SI;A;000H;027D;0;s;S;N;;;;;
6261;P525;HEMORRAGIA SUBARACNOIDEA (NO TRAUMATICA) DEL FETO Y DEL RECIEN NACIDO;1;0;;16;6;1;;A;SI;A;000H;027D;0;s;S;N;;;;;
6262;P526;HEMORRAGIA CEREBELOSA Y DE LA FOSA POSTERIOR (NO TRAUMATICA) DEL FETO Y DEL RECIEN NACIDO;1;0;;16;6;1;;A;SI;A;000H;027D;0;s;S;N;;;;;
6263;P528;OTRAS HEMORRAGIAS INTRACRANEALES (NO TRAUMATICAS) DEL FETO Y DEL RECIEN NACIDO;1;0;;16;6;1;;A;SI;A;000H;027D;0;s;S;N;;;;;
6264;P529;HEMORRAGIA INTRACRANEAL (NO TRAUMATICA) DEL FETO Y DEL RECIEN NACIDO  SIN OTRA ESPECIFICACION;1;0;;16;6;1;;A;SI;A;000H;027D;0;s;S;N;;;;;
6265;P53X;ENFERMEDAD HEMORRAGICA DEL FETO Y DEL RECIEN NACIDO;1;0;;16;6;1;;A;SI;A;000H;027D;0;s;S;N;;;;;
6266;P540;HEMATEMESIS NEONATAL;1;0;;16;6;1;;A;SI;A;000H;011M;0;s;S;N;;;;;
6267;P541;MELENA NEONATAL;1;0;;16;6;1;;A;SI;A;000H;011M;0;s;S;N;;;;;
6268;P542;HEMORRAGIA RECTAL NEONATAL;1;0;;16;6;1;;A;SI;A;000H;011M;0;s;S;N;;;;;
6269;P543;OTRAS HEMORRAGIAS GASTROINTESTINALES NEONATALES;1;0;;16;6;1;;A;SI;A;000H;011M;0;s;S;N;;;;;
6270;P544;HEMORRAGIA SUPRARRENAL NEONATAL;1;0;;16;6;1;;A;SI;A;000H;011M;0;s;S;N;;;;;
6271;P545;HEMORRAGIA CUTANEA NEONATAL;1;0;;16;6;1;;A;SI;A;000H;011M;0;s;S;N;;;;;
6272;P546;HEMORRAGIA VAGINAL NEONATAL;1;0;;16;6;1;;A;SI;F;000H;011M;0;s;S;N;;;;;
6273;P548;OTRAS HEMORRAGIAS FETALES Y NEONATALES ESPECIFICADAS;1;0;;16;6;1;;A;SI;A;000H;011M;0;s;S;N;;;;;
6274;P549;HEMORRAGIA FETAL Y NEONATAL  NO ESPECIFICADA;1;0;;16;6;1;;A;SI;A;000H;011M;0;s;S;N;;;;;
6275;P550;INCOMPATIBILIDAD RH DEL FETO Y DEL RECIEN NACIDO;1;0;;16;6;1;;A;SI;A;000H;011M;0;s;S;N;;;;;
6276;P551;INCOMPATIBILIDAD ABO DEL FETO Y DEL RECIEN NACIDO;1;0;;16;6;1;;A;SI;A;000H;011M;0;s;S;N;;;;;
6277;P558;OTRAS ENFERMEDADES HEMOLITICAS DEL FETO Y DEL RECIEN NACIDO;1;0;;16;6;1;;A;SI;A;000H;011M;0;s;S;N;;;;;
6278;P559;ENFERMEDAD HEMOLITICA DEL FETO Y DEL RECIEN NACIDO  NO ESPECIFICADA;1;0;;16;6;1;;A;SI;A;000H;011M;0;s;S;N;;;;;
6279;P560;HIDROPESIA FETAL DEBIDA A INCOMPATIBILIDAD;1;0;;16;6;1;;A;SI;A;000H;011M;0;s;S;N;;;;;
6280;P569;HIDROPESIA FETAL DEBIDA A OTRAS ENFERMEDADES HEMOLITICAS ESPECIFICADAS Y A LAS NO ESPECIFICADAS;1;0;;16;6;1;;A;SI;A;000H;011M;0;s;S;N;;;;;
6281;P570;KERNICTERUS DEBIDO A INCOMPATIBILIDAD;1;0;;16;6;1;;A;SI;A;000H;011M;0;s;S;N;;;;;
6282;P578;KERNICTERUS DEBIDO A OTRAS CAUSAS ESPECIFICADAS;1;0;;16;6;1;;A;SI;A;000H;011M;0;s;S;N;;;;;
6283;P579;KERNICTERUS  NO ESPECIFICADO;1;0;;16;6;1;;A;SI;A;000H;011M;0;s;S;N;;;;;
6284;P580;ICTERICIA NEONATAL DEBIDA A CONTUSION;1;0;;16;6;1;;A;SI;A;000H;011M;0;s;S;N;;;;;
6285;P581;ICTERICIA NEONATAL DEBIDA A HEMORRAGIA;1;0;;16;6;1;;A;SI;A;000H;011M;0;s;S;N;;;;;
6286;P582;ICTERICIA NEONATAL DEBIDA A INFECCION;1;0;;16;6;1;;A;SI;A;000H;011M;0;s;S;N;;;;;
6287;P583;ICTERICIA NEONATAL DEBIDA A POLICITEMIA;1;0;;16;6;1;;A;SI;A;000H;011M;0;s;S;N;;;;;
6288;P584;ICTERICIA NEONATAL DEBIDA A DROGAS O TOXINAS TRANSMITIDAS POR LA MADRE O ADMINISTRADAS AL RECIEN NACIDO;1;0;;16;6;1;;A;SI;A;000H;011M;0;s;S;N;;;;;
6289;P585;ICTERICIA NEONATAL DEBIDA A DEGLUCION DE SANGRE MATERNA;1;0;;16;6;1;;A;SI;A;000H;011M;0;s;S;N;;;;;
6290;P588;ICTERICIA NEONATAL DEBIDA A OTRAS HEMOLISIS EXCESIVAS ESPECIFICADAS;1;0;;16;6;1;;A;SI;A;000H;011M;0;s;S;N;;;;;
6291;P589;ICTERICIA NEONATAL DEBIDA A HEMOLISIS EXCESIVA  SIN OTRA ESPECIFICACION;1;0;;16;6;1;;A;SI;A;000H;011M;0;s;S;N;;;;;
6292;P590;ICTERICIA NEONATAL ASOCIADA CON EL PARTO ANTES DE TERMINO;1;0;;16;6;1;;A;SI;A;000H;011M;0;s;S;N;;;;;
6293;P591;SINDROME DE LA BILIS ESPESA;1;0;;16;6;1;;A;SI;A;000H;011M;0;s;S;N;;;;;
6294;P592;ICTERICIA NEONATAL DEBIDA A OTRA LESION HEPATICA ESPECIFICADA O NO;1;0;;16;6;1;;A;SI;A;000H;011M;0;s;S;N;;;;;
6295;P593;ICTERICIA NEONATAL POR INHIBIDOR DE LA LECHE MATERNA;1;0;;16;6;1;;A;SI;A;000H;011M;0;s;S;N;;;;;
6296;P598;ICTERICIA NEONATAL POR OTRAS CAUSAS ESPECIFICADAS;1;0;;16;6;1;;A;SI;A;000H;011M;0;s;S;N;;;;;
6297;P599;ICTERICIA NEONATAL  NO ESPECIFICADA;1;0;;16;6;1;;A;SI;A;000H;011M;0;s;S;N;;;;;
6298;P60X;COAGULACION INTRAVASCULAR DISEMINADA EN EL FETO Y EL RECIEN NACIDO;1;0;;16;6;1;;A;SI;A;000H;011M;0;s;S;N;;;;;
6299;P610;TROMBOCITOPENIA NEONATAL TRANSITORIA;1;0;;16;6;1;;A;SI;A;000H;011M;0;s;S;N;;;;;
6300;P611;POLICITEMIA NEONATAL;1;0;;16;6;1;;A;SI;A;000H;011M;0;s;S;N;;;;;
6301;P612;ANEMIA DE LA PREMATURIDAD;1;0;;16;6;1;;A;SI;A;000H;011M;0;s;S;N;;;;;
6302;P613;ANEMIA CONGENITA DEBIDA A PERDIDA DE SANGRE FETAL;1;0;;16;6;1;;A;SI;A;000H;011M;0;s;S;N;;;;;
6303;P614;OTRAS ANEMIAS CONGENITAS  NO CLASIFICADAS EN OTRA PARTE;1;0;;16;6;1;;A;SI;A;000H;011M;0;s;S;N;;;;;
6304;P615;NEUTROPENIA NEONATAL TRANSITORIA;1;0;;16;6;1;;A;SI;A;000H;011M;0;s;S;N;;;;;
6305;P616;OTROS TRASTORNOS NEONATALES TRANSITORIOS DE LA COAGULACION;1;0;;16;6;1;;A;SI;A;000H;011M;0;s;S;N;;;;;
6306;P618;OTROS TRASTORNOS HEMATOLOGICOS PERINATALES ESPECIFICADOS;1;0;;16;6;1;;A;SI;A;000H;011M;0;s;S;N;;;;;
6307;P619;TRASTORNO HEMATOLOGICO PERINATAL  NO ESPECIFICADO;1;0;;16;6;1;;A;SI;A;000H;011M;0;s;S;N;;;;;
6308;P700;SINDROME DEL RECIEN NACIDO DE MADRE CON DIABETES GESTACIONAL;1;0;;16;7;1;;A;SI;A;000H;011M;0;s;S;N;;;;;
6309;P701;SINDROME DEL RECIEN NACIDO DE MADRE DIABETICA;1;0;;16;7;1;;A;SI;A;000H;011M;0;s;S;N;;;;;
6310;P702;DIABETES MELLITUS NEONATAL;1;0;;16;7;1;;A;SI;A;000H;011M;5;s;S;N;;;;;
6311;P703;HIPOGLICEMIA NEONATAL YATROGENICA;1;0;;16;7;1;;A;SI;A;000H;011M;0;s;S;N;;;;;
6312;P704;OTRAS HIPOGLICEMIAS NEONATALES;1;0;;16;7;1;;A;SI;A;000H;011M;0;s;S;N;;;;;
6313;P708;OTROS TRASTORNOS TRANSITORIOS DEL METABOLISMO DE LOS CARBOHIDRATOS EN EL FETO Y EL RECIEN NACIDO;1;0;;16;7;1;;A;SI;A;000H;011M;0;s;S;N;;;;;
6314;P709;TRASTORNO TRANSITORIO NO ESPECIFICADO DEL METABOLISMO DE LOS CARBOHIDRATOS EN EL FETO Y EL RECIEN NACIDO;1;0;;16;7;1;;A;SI;A;000H;011M;0;s;S;N;;;;;
6315;P710;HIPOCALCEMIA DEL RECIEN NACIDO DEBIDA A LA LECHE DE VACA;1;0;;16;7;1;;A;SI;A;000H;011M;0;s;S;N;;;;;
6316;P711;OTRA HIPOCALCEMIA NEONATAL;1;0;;16;7;1;;A;SI;A;000H;011M;0;s;S;N;;;;;
6317;P712;HIPOMAGNESEMIA NEONATAL;1;0;;16;7;1;;A;SI;A;000H;011M;0;s;S;N;;;;;
6318;P713;TETANIA NEONATAL SIN MENCION DE DEFICIENCIA DE CALCIO O DE MAGNESIO;1;0;;16;7;1;;A;SI;A;000H;011M;0;s;S;N;;;;;
6319;P714;HIPOPARATIROIDISMO NEONATAL TRANSITORIO;1;0;;16;7;1;;A;SI;A;000H;011M;0;s;S;N;;;;;
6320;P718;OTROS TRASTORNOS NEONATALES TRANSITORIOS DEL METABOLISMO DEL CALCIO Y DEL MAGNESIO;1;0;;16;7;1;;A;SI;A;000H;011M;0;s;S;N;;;;;
6321;P719;TRASTORNO NEONATAL TRANSITORIO NO ESPECIFICADO DEL METABOLISMO DEL CALCIO Y DEL MAGNESIO;1;0;;16;7;1;;A;SI;A;000H;011M;0;s;S;N;;;;;
6322;P720;BOCIO NEONATAL  NO CLASIFICADO EN OTRA PARTE;1;0;;16;7;1;;A;SI;A;000H;011M;0;s;S;N;;;;;
6323;P721;HIPERTIROIDISMO NEONATAL TRANSITORIO;1;0;;16;7;1;;A;SI;A;000H;011M;0;s;S;N;;;;;
6324;P722;OTROS TRASTORNOS NEONATALES TRANSITORIOS DE LA FUNCION TIROIDEA  NO CLASIFICADOS EN OTRA PARTE;1;0;;16;7;1;;A;SI;A;000H;011M;0;s;S;N;;;;;
6325;P728;OTROS TRASTORNOS ENDOCRINOS NEONATALES TRANSITORIOS ESPECIFICADOS;1;0;;16;7;1;;A;SI;A;000H;011M;0;s;S;N;;;;;
6326;P729;TRASTORNO ENDOCRINO NEONATAL TRANSITORIO  NO ESPECIFICADO;1;0;;16;7;1;;A;SI;A;000H;011M;0;s;S;N;;;;;
6327;P740;ACIDOSIS METABOLICA TARDIA DEL RECIEN NACIDO;1;0;;16;7;1;;A;SI;A;000H;011M;0;s;S;N;;;;;
6328;P741;DESHIDRATACION DEL RECIEN NACIDO;1;0;;16;7;1;;A;SI;A;000H;011M;0;s;S;N;;;;;
6329;P742;ALTERACIONES DEL EQUILIBRIO DEL SODIO EN EL RECIEN NACIDO;1;0;;16;7;1;;A;SI;A;000H;011M;0;s;S;N;;;;;
6330;P743;ALTERACIONES DEL EQUILIBRIO DEL POTASIO EN EL RECIEN NACIDO;1;0;;16;7;1;;A;SI;A;000H;011M;0;s;S;N;;;;;
6331;P744;OTRAS ALTERACIONES ELECTROLITICAS TRANSITORIAS DEL RECIEN NACIDO;1;0;;16;7;1;;A;SI;A;000H;011M;0;s;S;N;;;;;
6332;P745;TIROSINEMIA TRANSITORIA DEL RECIEN NACIDO;1;0;;16;7;1;;A;SI;A;000H;011M;0;s;S;N;;;;;
6333;P748;OTRAS ALTERACIONES METABOLICAS TRANSITORIAS DEL RECIEN NACIDO;1;0;;16;7;1;;A;SI;A;000H;011M;0;s;S;N;;;;;
6334;P749;TRASTORNO METABOLICO TRANSITORIO DEL RECIEN NACIDO  NO ESPECIFICADO;1;0;;16;7;1;;A;SI;A;000H;011M;0;s;S;N;;;;;
6335;P75X;ILEO MECONIAL (E84.1¿);1;0;;16;8;1;;A;SI;A;000H;011M;0;s;S;N;;;;;
6336;P760;SINDROME DEL TAPON DE MECONIO;1;0;;16;8;1;;A;SI;A;000H;011M;0;s;S;N;;;;;
6337;P761;ILEO TRANSITORIO DEL RECIEN NACIDO;1;0;;16;8;1;;A;SI;A;000H;011M;0;s;S;N;;;;;
6338;P762;OBSTRUCCION INTESTINAL DEBIDA A LA LECHE ESPESA;1;0;;16;8;1;;A;SI;A;000H;011M;0;s;S;N;;;;;
6339;P768;OTRAS OBSTRUCCIONES INTESTINALES ESPECIFICADAS DEL RECIEN NACIDO;1;0;;16;8;1;;A;SI;A;000H;011M;0;s;S;N;;;;;
